keyword,ingredient,nw_category,nw_subcategory,old_nw_category,old_nw_subcategory,change_source,change_notes
n-acetylcysteine,NAC,BASIC VITAMINS & MINERALS,AMINO ACIDS,AMINO ACIDS,AMINO ACIDS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'AMINO ACIDS/AMINO ACIDS' → NEW taxonomy: 'BASIC VITAMINS & MINERALS/AMINO ACIDS'
n-aceytl cysteine,NAC,BASIC VITAMINS & MINERALS,AMINO ACIDS,AMINO ACIDS,AMINO ACIDS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'AMINO ACIDS/AMINO ACIDS' → NEW taxonomy: 'BASIC VITAMINS & MINERALS/AMINO ACIDS'
nac,NAC,BASIC VITAMINS & MINERALS,AMINO ACIDS,AMINO ACIDS,AMINO ACIDS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'AMINO ACIDS/AMINO ACIDS' → NEW taxonomy: 'BASIC VITAMINS & MINERALS/AMINO ACIDS'
nacetyllcysteine,NAC,BASIC VITAMINS & MINERALS,AMINO ACIDS,AMINO ACIDS,AMINO ACIDS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'AMINO ACIDS/AMINO ACIDS' → NEW taxonomy: 'BASIC VITAMINS & MINERALS/AMINO ACIDS'
nadh,NADH,MISCELLANEOUS SUPPLEMENTS,NON-SPECIFIC,MISCELLANEOUS SUPPLEMENTS,MISCELLANEOUS SUPPLEMENTS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'MISCELLANEOUS SUPPLEMENTS/MISCELLANEOUS SUPPLEMENTS' → NEW taxonomy: 'MISCELLANEOUS SUPPLEMENTS/NON-SPECIFIC'
naproxen,Naproxen,OTC,OTC - NON-SPECIFIC,OTC,OTC,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'OTC/OTC' → NEW taxonomy: 'OTC/OTC - NON-SPECIFIC'
natto kinase,Nattokinase,MISCELLANEOUS SUPPLEMENTS,NON-SPECIFIC,MISCELLANEOUS SUPPLEMENTS,MISCELLANEOUS SUPPLEMENTS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'MISCELLANEOUS SUPPLEMENTS/MISCELLANEOUS SUPPLEMENTS' → NEW taxonomy: 'MISCELLANEOUS SUPPLEMENTS/NON-SPECIFIC'
natto-k,Nattokinase,MISCELLANEOUS SUPPLEMENTS,NON-SPECIFIC,MISCELLANEOUS SUPPLEMENTS,MISCELLANEOUS SUPPLEMENTS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'MISCELLANEOUS SUPPLEMENTS/MISCELLANEOUS SUPPLEMENTS' → NEW taxonomy: 'MISCELLANEOUS SUPPLEMENTS/NON-SPECIFIC'
natto-serra,Nattokinase,MISCELLANEOUS SUPPLEMENTS,NON-SPECIFIC,MISCELLANEOUS SUPPLEMENTS,MISCELLANEOUS SUPPLEMENTS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'MISCELLANEOUS SUPPLEMENTS/MISCELLANEOUS SUPPLEMENTS' → NEW taxonomy: 'MISCELLANEOUS SUPPLEMENTS/NON-SPECIFIC'
nattokinase,Nattokinase,MISCELLANEOUS SUPPLEMENTS,NON-SPECIFIC,MISCELLANEOUS SUPPLEMENTS,MISCELLANEOUS SUPPLEMENTS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'MISCELLANEOUS SUPPLEMENTS/MISCELLANEOUS SUPPLEMENTS' → NEW taxonomy: 'MISCELLANEOUS SUPPLEMENTS/NON-SPECIFIC'
nattomax,Nattokinase,MISCELLANEOUS SUPPLEMENTS,NON-SPECIFIC,MISCELLANEOUS SUPPLEMENTS,MISCELLANEOUS SUPPLEMENTS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'MISCELLANEOUS SUPPLEMENTS/MISCELLANEOUS SUPPLEMENTS' → NEW taxonomy: 'MISCELLANEOUS SUPPLEMENTS/NON-SPECIFIC'
neem,Neem,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
nettle,Nettles,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
nettles,Nettles,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
niacin,Vitamin B3,BASIC VITAMINS & MINERALS,LETTER VITAMINS,,,Original (No change needed),Category/Subcategory already using NEW taxonomy
niacinamide,Vitamin B3,BASIC VITAMINS & MINERALS,LETTER VITAMINS,,,Original (No change needed),Category/Subcategory already using NEW taxonomy
non content coded items,,OTC,OTC - NON-SPECIFIC,OTC,OTC,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'OTC/OTC' → NEW taxonomy: 'OTC/OTC - NON-SPECIFIC'
noni,Noni,HERBAL REMEDIES,FOOD SUPPLEMENTS,,,Original (No change needed),Category/Subcategory already using NEW taxonomy
not coded,,OTC,OTC - NON-SPECIFIC,OTC,OTC,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'OTC/OTC' → NEW taxonomy: 'OTC/OTC - NON-SPECIFIC'
nutritional yeast,Yeast,HERBAL REMEDIES,FOOD SUPPLEMENTS,,,Original (No change needed),Category/Subcategory already using NEW taxonomy
oak,Oak Bark,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
oat,Oats,PROBIOTICS+,FIBER PRODUCTS & LAXATIVES,FIBER PRODUCTS & LAXATIVES,FIBER PRODUCTS & LAXATIVES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'FIBER PRODUCTS & LAXATIVES/FIBER PRODUCTS & LAXATIVES' → NEW taxonomy: 'PROBIOTICS+/FIBER PRODUCTS & LAXATIVES'
oat bran,Oat Bran,PROBIOTICS+,FIBER PRODUCTS & LAXATIVES,FIBER PRODUCTS & LAXATIVES,FIBER PRODUCTS & LAXATIVES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'FIBER PRODUCTS & LAXATIVES/FIBER PRODUCTS & LAXATIVES' → NEW taxonomy: 'PROBIOTICS+/FIBER PRODUCTS & LAXATIVES'
oatstraw,Oats,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
octocosanol,Wheat Germ Oil,FATTY ACIDS,ALL OTHER OILS,OIL CATEGORY,ALL OTHER OIL,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'OIL CATEGORY/ALL OTHER OIL' → NEW taxonomy: 'FATTY ACIDS/ALL OTHER OILS'
okg,OKG,BASIC VITAMINS & MINERALS,AMINO ACIDS,AMINO ACIDS,AMINO ACIDS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'AMINO ACIDS/AMINO ACIDS' → NEW taxonomy: 'BASIC VITAMINS & MINERALS/AMINO ACIDS'
olive leaf,Olive Leaf,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
omega 3,Fish Oil,FATTY ACIDS,FISH,OIL CATEGORY,FISH OIL,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'OIL CATEGORY/FISH OIL' → NEW taxonomy: 'FATTY ACIDS/FISH'
omega-3,Fish Oil,FATTY ACIDS,FISH,OIL CATEGORY,FISH OIL,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'OIL CATEGORY/FISH OIL' → NEW taxonomy: 'FATTY ACIDS/FISH'
optimsm,MSM,MISCELLANEOUS SUPPLEMENTS,NON-SPECIFIC,MISCELLANEOUS SUPPLEMENTS,MISCELLANEOUS SUPPLEMENTS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'MISCELLANEOUS SUPPLEMENTS/MISCELLANEOUS SUPPLEMENTS' → NEW taxonomy: 'MISCELLANEOUS SUPPLEMENTS/NON-SPECIFIC'
orange peel,Orange Peel,HERBAL REMEDIES,FOOD SUPPLEMENTS,,,Original (No change needed),Category/Subcategory already using NEW taxonomy
oregano,Oregano,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
oreganol,Oregano,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
oregon grape,Oregon Grape,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
ornithine,Ornithine,BASIC VITAMINS & MINERALS,AMINO ACIDS,AMINO ACIDS,AMINO ACIDS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'AMINO ACIDS/AMINO ACIDS' → NEW taxonomy: 'BASIC VITAMINS & MINERALS/AMINO ACIDS'
ornithine alpha ketoglutarate,OKG,BASIC VITAMINS & MINERALS,AMINO ACIDS,AMINO ACIDS,AMINO ACIDS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'AMINO ACIDS/AMINO ACIDS' → NEW taxonomy: 'BASIC VITAMINS & MINERALS/AMINO ACIDS'
osha,Osha,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
ostivone,Ipriflavone,MISCELLANEOUS SUPPLEMENTS,NON-SPECIFIC,MISCELLANEOUS SUPPLEMENTS,MISCELLANEOUS SUPPLEMENTS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'MISCELLANEOUS SUPPLEMENTS/MISCELLANEOUS SUPPLEMENTS' → NEW taxonomy: 'MISCELLANEOUS SUPPLEMENTS/NON-SPECIFIC'
other otc medicine,,OTC,OTC - NON-SPECIFIC,OTC,OTC,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'OTC/OTC' → NEW taxonomy: 'OTC/OTC - NON-SPECIFIC'
over the counter products,,OTC,OTC - NON-SPECIFIC,OTC,OTC,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'OTC/OTC' → NEW taxonomy: 'OTC/OTC - NON-SPECIFIC'
oxymetazoline,Oxymetazoline,OTC,OTC - NON-SPECIFIC,OTC,OTC,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'OTC/OTC' → NEW taxonomy: 'OTC/OTC - NON-SPECIFIC'
paba,Paba,BASIC VITAMINS & MINERALS,LETTER VITAMINS,,,Original (No change needed),Category/Subcategory already using NEW taxonomy
pantothenic acid,Vitamin B5,BASIC VITAMINS & MINERALS,LETTER VITAMINS,,,Original (No change needed),Category/Subcategory already using NEW taxonomy
papain,Papain,PROBIOTICS+,DIGESTIVE AIDS & ENZYMES,DIGESTIVE AIDS & ENZYMES,DIGESTIVE AIDS & ENZYMES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'DIGESTIVE AIDS & ENZYMES/DIGESTIVE AIDS & ENZYMES' → NEW taxonomy: 'PROBIOTICS+/DIGESTIVE AIDS & ENZYMES'
papaya,Papaya,PROBIOTICS+,DIGESTIVE AIDS & ENZYMES,DIGESTIVE AIDS & ENZYMES,DIGESTIVE AIDS & ENZYMES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'DIGESTIVE AIDS & ENZYMES/DIGESTIVE AIDS & ENZYMES' → NEW taxonomy: 'PROBIOTICS+/DIGESTIVE AIDS & ENZYMES'
parsley,Parsley,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
passion flower,Passion Flower,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
passionflower,Passion Flower,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
pau d  arco,Pau Darco,HERBAL REMEDIES,SINGLES,HERBAL/HOMEOPATHIC COLD & FLU,HERBAL SINGLES COLD & FLU,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL/HOMEOPATHIC COLD & FLU/HERBAL SINGLES COLD & FLU' → NEW taxonomy: 'HERBAL REMEDIES/SINGLES'
pau d arco,Pau Darco,HERBAL REMEDIES,SINGLES,HERBAL/HOMEOPATHIC COLD & FLU,HERBAL SINGLES COLD & FLU,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL/HOMEOPATHIC COLD & FLU/HERBAL SINGLES COLD & FLU' → NEW taxonomy: 'HERBAL REMEDIES/SINGLES'
pau d' arco,Pau Darco,HERBAL REMEDIES,SINGLES,HERBAL/HOMEOPATHIC COLD & FLU,HERBAL SINGLES COLD & FLU,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL/HOMEOPATHIC COLD & FLU/HERBAL SINGLES COLD & FLU' → NEW taxonomy: 'HERBAL REMEDIES/SINGLES'
pau d'arco,Pau Darco,HERBAL REMEDIES,SINGLES,HERBAL/HOMEOPATHIC COLD & FLU,HERBAL SINGLES COLD & FLU,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL/HOMEOPATHIC COLD & FLU/HERBAL SINGLES COLD & FLU' → NEW taxonomy: 'HERBAL REMEDIES/SINGLES'
pau darco,Pau Darco,HERBAL REMEDIES,SINGLES,HERBAL/HOMEOPATHIC COLD & FLU,HERBAL SINGLES COLD & FLU,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL/HOMEOPATHIC COLD & FLU/HERBAL SINGLES COLD & FLU' → NEW taxonomy: 'HERBAL REMEDIES/SINGLES'
pectin,Pectin,OTC,OTC - NON-SPECIFIC,OTC,OTC,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'OTC/OTC' → NEW taxonomy: 'OTC/OTC - NON-SPECIFIC'
pelargonium,Pelargonium,HERBAL REMEDIES,SINGLES,HERBAL/HOMEOPATHIC COLD & FLU,HERBAL SINGLES COLD & FLU,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL/HOMEOPATHIC COLD & FLU/HERBAL SINGLES COLD & FLU' → NEW taxonomy: 'HERBAL REMEDIES/SINGLES'
pennyroyal,Pennyroyal,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
peony,Peony,MISCELLANEOUS SUPPLEMENTS,NON-SPECIFIC,MISCELLANEOUS SUPPLEMENTS,MISCELLANEOUS SUPPLEMENTS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'MISCELLANEOUS SUPPLEMENTS/MISCELLANEOUS SUPPLEMENTS' → NEW taxonomy: 'MISCELLANEOUS SUPPLEMENTS/NON-SPECIFIC'
peppermint,Pepper Spear Mint,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
perdiem sennosides,Sennoside,PROBIOTICS+,FIBER PRODUCTS & LAXATIVES,FIBER PRODUCTS & LAXATIVES,FIBER PRODUCTS & LAXATIVES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'FIBER PRODUCTS & LAXATIVES/FIBER PRODUCTS & LAXATIVES' → NEW taxonomy: 'PROBIOTICS+/FIBER PRODUCTS & LAXATIVES'
perilla oil,Veg Supp Oils,FATTY ACIDS,ALL OTHER OILS,OIL CATEGORY,ALL OTHER OIL,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'OIL CATEGORY/ALL OTHER OIL' → NEW taxonomy: 'FATTY ACIDS/ALL OTHER OILS'
periwinkle,Periwinkle,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
phaseolamin,White Kidney Bean,ACTIVE NUTRITION,WEIGHT MANAGEMENT FORMULAS,WEIGHT MANAGEMENT FORMULAS,WEIGHT MANAGEMENT FORMULAS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'WEIGHT MANAGEMENT FORMULAS/WEIGHT MANAGEMENT FORMULAS' → NEW taxonomy: 'ACTIVE NUTRITION/WEIGHT MANAGEMENT FORMULAS'
phenazopyridine,Phenazopyridine,OTC,OTC - NON-SPECIFIC,OTC,OTC,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'OTC/OTC' → NEW taxonomy: 'OTC/OTC - NON-SPECIFIC'
phenol,Phenol,OTC,OTC - NON-SPECIFIC,OTC,OTC,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'OTC/OTC' → NEW taxonomy: 'OTC/OTC - NON-SPECIFIC'
phenol-1%,Phenol,OTC,OTC - NON-SPECIFIC,OTC,OTC,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'OTC/OTC' → NEW taxonomy: 'OTC/OTC - NON-SPECIFIC'
phenylalanine,Phenylalanine,MISCELLANEOUS SUPPLEMENTS,NON-SPECIFIC,MISCELLANEOUS SUPPLEMENTS,MISCELLANEOUS SUPPLEMENTS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'MISCELLANEOUS SUPPLEMENTS/MISCELLANEOUS SUPPLEMENTS' → NEW taxonomy: 'MISCELLANEOUS SUPPLEMENTS/NON-SPECIFIC'
phenylephrine,Phenylephrine,OTC,OTC - NON-SPECIFIC,OTC,OTC,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'OTC/OTC' → NEW taxonomy: 'OTC/OTC - NON-SPECIFIC'
phos choline,Lecithin,HERBAL REMEDIES,FOOD SUPPLEMENTS,,,Original (No change needed),Category/Subcategory already using NEW taxonomy
phosphatidyl choline,Lecithin,HERBAL REMEDIES,FOOD SUPPLEMENTS,,,Original (No change needed),Category/Subcategory already using NEW taxonomy
phosphatidyl serine,Phosphatidylserine,MISCELLANEOUS SUPPLEMENTS,NON-SPECIFIC,MISCELLANEOUS SUPPLEMENTS,MISCELLANEOUS SUPPLEMENTS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'MISCELLANEOUS SUPPLEMENTS/MISCELLANEOUS SUPPLEMENTS' → NEW taxonomy: 'MISCELLANEOUS SUPPLEMENTS/NON-SPECIFIC'
phosphatidylcholine,Lecithin,HERBAL REMEDIES,FOOD SUPPLEMENTS,,,Original (No change needed),Category/Subcategory already using NEW taxonomy
phosphatidylserine,Phosphatidylserine,MISCELLANEOUS SUPPLEMENTS,NON-SPECIFIC,MISCELLANEOUS SUPPLEMENTS,MISCELLANEOUS SUPPLEMENTS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'MISCELLANEOUS SUPPLEMENTS/MISCELLANEOUS SUPPLEMENTS' → NEW taxonomy: 'MISCELLANEOUS SUPPLEMENTS/NON-SPECIFIC'
phosphorus,Phosphorus,MISCELLANEOUS SUPPLEMENTS,NON-SPECIFIC,MISCELLANEOUS SUPPLEMENTS,MISCELLANEOUS SUPPLEMENTS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'MISCELLANEOUS SUPPLEMENTS/MISCELLANEOUS SUPPLEMENTS' → NEW taxonomy: 'MISCELLANEOUS SUPPLEMENTS/NON-SPECIFIC'
phyllanthus,Phyllanthus,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
picrorhiza,Picorhiza,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
pine bark,Pine Bark,HERBAL REMEDIES,POLYPHENOLS,,,Original (No change needed),Category/Subcategory already using NEW taxonomy
plant sterols,Plant Sterols,MISCELLANEOUS SUPPLEMENTS,NON-SPECIFIC,MISCELLANEOUS SUPPLEMENTS,MISCELLANEOUS SUPPLEMENTS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'MISCELLANEOUS SUPPLEMENTS/MISCELLANEOUS SUPPLEMENTS' → NEW taxonomy: 'MISCELLANEOUS SUPPLEMENTS/NON-SPECIFIC'
plantain,Plantain,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
pleurisy,Pleurisy,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
poke root,Poke,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
policosanol,Policosanol,MISCELLANEOUS SUPPLEMENTS,NON-SPECIFIC,MISCELLANEOUS SUPPLEMENTS,MISCELLANEOUS SUPPLEMENTS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'MISCELLANEOUS SUPPLEMENTS/MISCELLANEOUS SUPPLEMENTS' → NEW taxonomy: 'MISCELLANEOUS SUPPLEMENTS/NON-SPECIFIC'
polyethylene glycol,Polyethylene Glycol,OTC,OTC - NON-SPECIFIC,OTC,OTC,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'OTC/OTC' → NEW taxonomy: 'OTC/OTC - NON-SPECIFIC'
pomegranate,Pomegranate,HERBAL REMEDIES,FOOD SUPPLEMENTS,,,Original (No change needed),Category/Subcategory already using NEW taxonomy
pomeguard,Pomegranate,HERBAL REMEDIES,FOOD SUPPLEMENTS,,,Original (No change needed),Category/Subcategory already using NEW taxonomy
poppy,Poppy,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
potassium,Potassium,BASIC VITAMINS & MINERALS,MINERALS,,,Original (No change needed),Category/Subcategory already using NEW taxonomy
pqq,Pqq,MISCELLANEOUS SUPPLEMENTS,NON-SPECIFIC,MISCELLANEOUS SUPPLEMENTS,MISCELLANEOUS SUPPLEMENTS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'MISCELLANEOUS SUPPLEMENTS/MISCELLANEOUS SUPPLEMENTS' → NEW taxonomy: 'MISCELLANEOUS SUPPLEMENTS/NON-SPECIFIC'
prebiotic,Probiotic,PROBIOTICS+,PREBIOTICS AND PROBIOTICS,PREBIOTICS & PROBIOTICS,PREBIOTICS & PROBIOTICS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'PREBIOTICS & PROBIOTICS/PREBIOTICS & PROBIOTICS' → NEW taxonomy: 'PROBIOTICS+/PREBIOTICS AND PROBIOTICS'
prebiotics,Probiotic,PROBIOTICS+,PREBIOTICS AND PROBIOTICS,PREBIOTICS & PROBIOTICS,PREBIOTICS & PROBIOTICS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'PREBIOTICS & PROBIOTICS/PREBIOTICS & PROBIOTICS' → NEW taxonomy: 'PROBIOTICS+/PREBIOTICS AND PROBIOTICS'
pregnenolone,Pregnenolone,BASIC VITAMINS & MINERALS,DHEA & PREGNENOLONE & HORMONES,,,Original (No change needed),Category/Subcategory already using NEW taxonomy
primrose,Evening Primrose,FATTY ACIDS,HEMP/CBD,HERBAL REMEDIES,SINGLES,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'HERBAL REMEDIES/SINGLES' → NEW taxonomy: 'FATTY ACIDS/HEMP/CBD'
private label not coded,,OTC,OTC - NON-SPECIFIC,OTC,OTC,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'OTC/OTC' → NEW taxonomy: 'OTC/OTC - NON-SPECIFIC'
probiotic,Probiotic,PROBIOTICS+,PREBIOTICS AND PROBIOTICS,PREBIOTICS & PROBIOTICS,PREBIOTICS & PROBIOTICS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'PREBIOTICS & PROBIOTICS/PREBIOTICS & PROBIOTICS' → NEW taxonomy: 'PROBIOTICS+/PREBIOTICS AND PROBIOTICS'
probiotics,Probiotic,PROBIOTICS+,PREBIOTICS AND PROBIOTICS,PREBIOTICS & PROBIOTICS,PREBIOTICS & PROBIOTICS,MI Lookup.csv (2022 Taxonomy Update),Updated from OLD taxonomy: 'PREBIOTICS & PROBIOTICS/PREBIOTICS & PROBIOTICS' → NEW taxonomy: 'PROBIOTICS+/PREBIOTICS AND PROBIOTICS'
progesterone,Progesterone,BASIC VITAMINS & MINERALS,DHEA & PREGNENOLONE & HORMONES,,,Original (No change needed),Category/Subcategory already using NEW taxonomy
